team_id,team_activity,country_code,created_at
C98BF861656147808F983C197B91B4EF,cricket,GBR,2024-03-05T10:36:20.411Z
FA832B0991D14925982114490765D56E,golf,GBR,2024-04-02T15:14:59.276Z
7936578D68CB43FF8FC58E2879A64236,football,GBR,2024-07-09T12:45:24.905Z
75C9235B81BC4715BDD24A27CCDF259D,volunteering,NOR,2024-09-15T12:07:57.756Z
3F52681421714205A201ADA5562FBA50,tennis,NOR,2024-02-01T12:52:22.465Z
5270BD49EA924C698BF3B429F349B83D,music,NOR,2024-04-03T20:37:19.671Z
E33967BC66194B4AA42FD02FE37BC501,golf,GBR,2024-05-06T19:37:28.609Z
32635E149C96441D8B84DABB2B4C7362,football,GBR,2024-09-01T08:20:32.250Z
BA8729C5D505497684DCDA78DFDD8F47,football,GBR,2024-09-13T01:14:53.906Z
11CCD346D44B49E18CC98C933F1A48BB,football,GBR,2024-01-09T22:23:20.194Z
6BEB3D02D8E54009A0971E0612C4ADC1,football,GBR,2024-04-08T19:30:55.808Z
CD38CC846D5E46F587D1135F5D5EA143,football,NOR,2024-05-01T19:11:55.163Z
BEF27224ACE74760B098B39FB7F6864F,football,NOR,2024-03-01T12:00:43.623Z
F303FD07085440AB84379EC0B97DACB9,cycling,GBR,2024-03-14T16:21:58.327Z
A02F7EF2C3D94D6491999449FE02BB95,football,GBR,2024-05-12T07:23:55.732Z
53E7000681E947F486D9616C9A1BCB7C,football,GBR,2024-06-19T16:19:32.941Z
3524877AD33F4CD98BF0AE5E6B6AB3BA,football,GBR,2024-05-02T16:28:24.914Z
2F3D23C00F1C40C18D9FC8F75A03233D,cricket,GBR,2024-02-16T15:37:54.717Z
B892633F665E414490F30ED4B1ECB6EF,cricket,GBR,2024-01-06T14:38:46.342Z
63871E8915B9489FB45EA8E902432C3A,netball,GBR,2024-04-07T15:23:54.530Z
757BF98D45C34B10A0C3B58017EA4015,school,NOR,2024-03-10T17:55:23.191Z
3EC63B737AFB4326855D8BA9C214ED6A,football,GBR,2024-03-28T14:20:00.141Z
F953C7A9AF444658BC98FCBF45C0F6F4,football,GBR,2024-06-03T23:22:07.999Z
6F891469735346AF92A9A3F01D8120D4,football,GBR,2024-02-24T22:21:34.585Z
6E272381F35C4A9DA540F3E18C3FE6C9,cricket,GBR,2024-02-06T18:01:46.378Z
F6DF9165CBB54E01BEB4DDB6221B591B,football,GBR,2024-06-19T18:38:03.294Z
37C21A761E8F484EB6009CA1958F4576,football,GBR,2024-06-06T22:02:31.248Z
92592C8127B44F568E57C3840852AF0E,football,NOR,2024-10-07T12:52:08.419Z
8C2CD496F1DA469480230C342D12E072,cricket,GBR,2024-02-06T11:23:07.485Z
7BD4F4F5E95F4C509160E774CF8370C4,pickleball,GBR,2024-09-19T07:42:17.324Z
EF1D18A0D3F542CFB4D4A1A1AA5B3D17,cricket,GBR,2024-09-24T14:34:26.917Z
24C12C8446634F3E85056F4FDB04DB12,rugby,GBR,2024-01-10T11:03:26.187Z
6DBB0C28EBD14A79AEE5BC35C7CD4034,music,NOR,2024-09-13T12:07:33.643Z
3AD4E9347BD149ABBA682F80F9FF2003,football,GBR,2024-06-11T09:36:29.062Z
7B86C214AF29454083C5449590EFCF31,social,GBR,2024-08-29T19:52:11.985Z
4B58DFEF75B441FC97F4A50486EA69E9,football,GBR,2024-07-08T10:51:03.680Z
68A8E830543A418D83E28B03A5B980D1,rugby,GBR,2024-04-29T11:22:28.328Z
BF63094696FF4F50A3C33FF7313A696D,football,NOR,2024-11-19T14:06:00.595Z
E104369413F44E61AD5E864C4D33688A,other_non_sports,NOR,2024-01-29T10:54:48.584Z
844814CF11D64E5EA56DE6C97FC9D08F,cricket,GBR,2024-02-11T18:27:59.628Z
4C25E02717184AF9BA8354E87EE857AF,cricket,GBR,2024-05-07T10:58:33.982Z
7A3D24A6659545D5A83417D411C118CC,football,NOR,2024-01-24T15:21:24.546Z
BDF2F3AAF1CD44A88A505E3F37786094,football,GBR,2024-03-18T14:18:25.925Z
7B2428E3570A4B17B281C60303B2C89B,football,GBR,2024-04-02T18:29:36.319Z
DA99AA2A48CB4A389606EB3B46222F6C,football,NOR,2024-06-17T10:17:03.594Z
44873D42B25E4DD0B410CBE9311EF35B,rugby,GBR,2024-03-30T12:57:22.044Z
A204C3FF85A9417A8DDECD3C90598F69,football,NOR,2024-08-06T11:52:29.611Z
1E1C99A0AEB64B4A904A56E902B18987,football,GBR,2024-09-09T19:27:42.133Z
86FE09CF02204CBCB88C31C6CBA3CD2B,volleyball,NOR,2024-08-30T21:34:14.363Z
D08B644C0A2042BF86EEBF89056CD1A1,football,GBR,2024-11-07T11:26:28.970Z
39C1BAC23FDF466F9103F41E795938E8,other_sports,GBR,2024-06-18T06:10:21.290Z
6A967497AAD34C3999D205AD41C62912,football,GBR,2024-04-09T11:19:29.650Z
96435ED1751C49FC8087E4277B6E7BB1,football,NOR,2024-12-11T16:54:11.907Z
2AEA1EBD1DA8447292DBC670B3397263,netball,GBR,2024-10-06T07:56:19.800Z
BE17A5D874CF4D07AA16E14A756B5DD0,cricket,GBR,2024-02-06T12:06:54.810Z
4D546ED949354DEF9E82782B47FF595B,basketball,GBR,2024-07-12T11:16:42.861Z
2AFD1F9F03A8495F9DA8D279943C4106,football,GBR,2024-06-05T10:39:47.044Z
31D46AD4CED5458E820A710BEF46D3D4,cricket,GBR,2024-01-10T11:46:19.143Z
993BEF0DF4D24D30831981E70AB76F21,football,GBR,2024-06-25T21:56:05.925Z
D9A83E32D6B745E29CF6D2993082FA84,football,GBR,2024-10-07T13:34:15.355Z
FEFAC7A7A20449399618DA7475943E1F,other_sports,GBR,2024-06-18T06:09:03.585Z
A04C36F6DCD843D7A98B1D9F27F1E474,basketball,GBR,2024-07-12T10:55:59.078Z
1DF64E6A9A3748A7ADEA001082799C05,football,GBR,2024-04-09T11:22:36.863Z
A17E6AE3DE0644F7946333D68318EB0D,football,GBR,2024-03-05T15:53:05.694Z
5A7CADB52B4D4BCF97410A9743C60C9D,football,GBR,2024-04-09T11:17:55.623Z
E19586E2EF32402E973D0A36B309AB33,basketball,GBR,2024-09-16T10:18:40.799Z
585FC72F51544501BAC506FA0425D077,football,GBR,2024-01-07T11:41:15.119Z
D03621097AE1486681EFF3616B6FFD1B,field_hockey,GBR,2024-04-22T09:31:05.649Z
FA03E66BE672497B88B97CE3636BD730,cricket,GBR,2024-02-19T09:58:49.833Z
5ADCC9409D004E17AC422C175BFE99D5,football,GBR,2024-07-05T11:51:18.189Z
5C5F493C5FD745479B0D3A5CB7B9B55E,netball,GBR,2024-08-12T16:07:29.787Z
773C1306FE85437689D554CA7415E49C,rugby,GBR,2024-09-04T19:27:14.726Z
257A84C81E264869A3ED1430EA469528,basketball,NOR,2024-04-26T17:35:43.332Z
3B9C978FFFAB43B3B47AA37BC864727B,cricket,GBR,2024-03-20T13:51:17.820Z
006C282FF9874254B0E81B37C071F5B3,cricket,GBR,2024-05-13T16:50:35.847Z
BBFF6EC334F9464E96DC7CC2EB0A458B,martial_arts,DEU,2024-10-01T07:44:17.368Z
A1D9C5D96720441EAF581B657913D349,rugby,GBR,2024-08-26T20:03:55.577Z
79FA18412D7A4DEB8CA4FF3FEBB3EEB1,netball,GBR,2024-03-17T20:08:37.337Z
15144FC518374A53AA01F1E5C23657EC,pickleball,GBR,2024-02-14T23:15:53.649Z
B0C19CC802994B7CA11097C8B912BCF3,football,GBR,2024-07-02T19:19:34.494Z
7A5F9192CBE141199C7237DC17CA867A,volunteering,NOR,2024-04-22T07:53:23.662Z
CAF4D11A47A64C8E9B19C5DC4DAB6A87,rugby,GBR,2024-06-08T07:02:43.550Z
2288749F972D46FDADDBBA1ADBD0AA26,football,GBR,2024-08-22T18:11:36.986Z
74CC4ECFB4804EC380FAE5E39A4E2BA7,football,NOR,2024-01-21T16:54:44.024Z
B8E5A222CC7D47DA8A8B17C0595BC663,football,GBR,2024-03-22T16:05:39.684Z
AEA5784D43D34824A2C260B7C679C418,football,USA,2024-05-07T03:39:11.763Z
173104C446A745C1B368A7B981FA9F63,football,GBR,2024-08-18T19:38:00.739Z
ECE9A8F58E0149B887A66749D018F509,cricket,GBR,2024-01-12T11:45:40.618Z
15433171919842DEACE1A36099DA14B0,other_sports,GBR,2024-01-01T10:14:57.650Z
9B8AC3DACDB9454DB62AEA310DEF2680,football,GBR,2024-06-25T11:06:36.155Z
EA7B8456CAA94CCD969E7B6A8B8A13E4,other_non_sports,GBR,2024-10-21T16:35:00.272Z
B193EA56044B43BA97C45C43D4FB3BB0,school,NOR,2024-09-05T16:23:18.597Z
6B22B0E47FDA41BA86F1CE70EED56581,football,GBR,2024-07-21T12:10:54.757Z
2CE2A6AC41B14B2CAD1D3DF2E6EC38FF,football,GBR,2024-08-29T07:38:32.681Z
781A851D723C4A928871EC2CE7ADFF21,basketball,GBR,2024-02-07T10:32:57.741Z
6C92C0685E614A87A2AFCACB1D2406F5,football,GBR,2024-07-21T22:13:14.744Z
4A99CE84704D4761B93A52F26C2FA91C,football,GBR,2024-05-16T13:08:19.376Z
E62A2E7AB2F146219066A364B3AEBBF5,football,GBR,2024-04-18T10:45:54.645Z
CCAEAA8C798B41279B883D20A854438A,football,GBR,2024-09-16T22:51:48.852Z
6CDE6AD2D75845B993F42F0C00ED50FA,golf,GBR,2024-06-27T07:12:01.508Z
0D27EFC100AD48F890D15A2AA6FE7451,volleyball,GBR,2024-11-05T15:52:12.859Z
8AA75D42ADA242FCB0C1956CA3C577F5,martial_arts,NOR,2024-06-15T06:00:29.311Z
4977654F564D471786CB67118BC515A4,cricket,GBR,2024-01-18T11:05:40.193Z
DDE5C769CC4647938C0021AE561801DD,cricket,GBR,2024-10-14T12:32:19.615Z
63DDE29F019F45E7A98ACE86B2806A54,dancing_and_cheer,GBR,2024-07-09T20:13:15.242Z
DD6E834EC0144AF5A9FF57D09193436A,cricket,NOR,2024-02-21T22:26:35.313Z
5C5F8382EB0B4332B7CAF3F93E3B1B84,basketball,GBR,2024-08-29T16:51:46.572Z
FD8CC71E1C6B4BE98BD372C0B56BDF03,dancing_and_cheer,GBR,2024-10-02T05:51:13.865Z
0A7F51288283437B8CA5FFA7E7AA4CCF,football,GBR,2024-06-27T11:10:03.060Z
C98C134D147B42858FA8D968011A99A6,baseball,GBR,2024-08-26T18:33:45.112Z
C3B65D400B544FC699D0ECED823F4703,dancing_and_cheer,GBR,2024-03-27T20:11:33.559Z
E5E6B4721D9F4E1483B7776C1542B35D,dancing_and_cheer,GBR,2024-07-07T10:03:24.196Z
394F26FB3ADA4D24BF0B1FB9351104DB,basketball,GBR,2024-02-16T20:33:22.701Z
4241BCB5B97B4EA7AF80A7CCBD35EC54,field_hockey,GBR,2024-12-16T11:02:24.203Z
860CABB7BCF6464AA851B1376830A4C0,shooting_sports,NOR,2024-01-16T04:47:57.766Z
683D074A6E9B49A292108BA5723B36CA,martial_arts,NOR,2024-02-25T17:23:57.483Z
8B1D9186B4554F0A9FAD60D44E79D7FD,football,GBR,2024-11-24T08:05:14.185Z
81CAF394C5964AB4B6CA30564C34789C,field_hockey,GBR,2024-06-02T20:54:44.551Z
5EDECF19F6CE42CEB680D33B35E75AAF,other_sports,NOR,2024-03-05T07:55:49.803Z
