date,currency,exchange_rate
2024-01-01,ARS,79.50924152
2024-01-01,AZN,0.16230904
2024-01-01,BHD,0.03697738
2024-01-01,BIF,281.76851852
2024-01-01,BMD,0.09834410
2024-01-01,BOB,0.65428994
2024-01-01,BWP,1.32207941
2024-01-01,BYN,0.31299949
2024-01-01,CNY,0.70104811
2024-01-01,CUP,2.36025851
2024-01-01,DJF,17.47781258
2024-01-01,DKK,0.66408393
2024-01-01,ERN,1.47516157
2024-01-01,FKP,0.07722314
2024-01-01,FOK,0.66408246
2024-01-01,GHS,1.17486939
2024-01-01,GIP,0.07722314
2024-01-01,GTQ,0.74206579
2024-01-01,IMP,0.07722314
2024-01-01,IQD,130.04700855
2024-01-01,IRR,4180.77525750
2024-01-01,JMD,14.65225384
2024-01-01,JPY,13.88256344
2024-01-01,LBP,1475.16156594
2024-01-01,LKR,31.60841890
2024-01-01,LRD,17.99562537
2024-01-01,MGA,454.19402985
2024-01-01,MUR,4.26940042
2024-01-01,MZN,6.28784887
2024-01-01,NIO,3.46561672
2024-01-01,NOK,1.00000000
2024-01-01,SDG,44.36005831
2024-01-01,SGD,0.12981666
2024-01-01,TND,0.30127548
2024-01-01,TZS,247.73741505
2024-01-01,XAF,58.39830580
2024-01-01,XDR,0.07312855
2024-01-01,XOF,58.39830580
2024-01-01,ZWL,591.62318949
2024-01-02,ALL,9.29427953
2024-01-02,AUD,0.14386147
2024-01-02,AWG,0.17511450
2024-01-02,BMD,0.09782933
2024-01-02,BND,0.12955342
2024-01-02,BRL,0.47638481
2024-01-02,BSD,0.09782933
2024-01-02,BYN,0.31360158
2024-01-02,BZD,0.19565865
2024-01-02,CVE,9.80149128
2024-01-02,DJF,17.38632580
2024-01-02,EGP,3.01681222
2024-01-02,ERN,1.46743990
2024-01-02,HRK,0.66974413
2024-01-02,HTG,12.97098168
2024-01-02,IQD,129.11431624
2024-01-02,ISK,13.37274331
2024-01-02,KGS,8.75825906
2024-01-02,MNT,337.73033236
2024-01-02,MYR,0.45165549
2024-01-02,MZN,6.25531941
2024-01-02,NGN,82.58950539
2024-01-02,NPR,13.06622356
2024-01-02,OMR,0.03761508
2024-01-02,RON,0.44241673
2024-01-02,RSD,10.44032478
2024-01-02,SAR,0.36685998
2024-01-02,SBD,0.81351539
2024-01-02,SEK,0.99025036
2024-01-02,SLE,2.24164678
2024-01-02,THB,3.35183184
2024-01-02,TMT,0.34470328
2024-01-02,TVD,0.14383696
2024-01-02,TWD,3.00743943
2024-01-02,UGX,371.01753635
2024-01-02,VES,3.51773680
2024-01-02,VUV,11.59636439
2024-01-02,XOF,58.30822850
2024-01-02,ZMW,2.52232904
2024-01-03,ARS,78.33378522
2024-01-03,AZN,0.16371441
2024-01-03,BAM,0.17278337
2024-01-03,BWP,1.30916578
2024-01-03,BZD,0.19326167
2024-01-03,CAD,0.12882141
2024-01-03,CNY,0.69099085
2024-01-03,COP,381.41700203
2024-01-03,DKK,0.65871204
2024-01-03,FKP,0.07646923
2024-01-03,GEL,0.26029956
2024-01-03,GGP,0.07646923
2024-01-03,GIP,0.07646923
2024-01-03,GMD,6.31080419
2024-01-03,HNL,2.37239482
2024-01-03,IDR,1497.60062210
2024-01-03,IMP,0.07646923
2024-01-03,INR,8.05899405
2024-01-03,JOD,0.06851126
2024-01-03,JPY,13.76976648
2024-01-03,KES,15.21312304
2024-01-03,LRD,18.40323564
2024-01-03,LYD,0.46341958
2024-01-03,MAD,0.95987826
2024-01-03,MGA,445.26119403
2024-01-03,MWK,164.09222986
2024-01-03,MYR,0.44771806
2024-01-03,NAD,1.80201623
2024-01-03,NOK,1.00000000
2024-01-03,PGK,0.35799399
2024-01-03,PLN,0.38553832
2024-01-03,SCR,1.33742412
2024-01-03,STN,2.16439695
2024-01-03,SZL,1.80201623
2024-01-03,TJS,1.06560626
2024-01-03,TWD,2.99337554
2024-01-03,TZS,243.80035810
2024-01-03,UAH,3.70011352
2024-01-03,XDR,0.07262912
2024-01-03,ZAR,1.80169188
2024-01-04,AOA,81.55089943
2024-01-04,ARS,78.55678198
2024-01-04,BBD,0.19368536
2024-01-04,BND,0.12866735
2024-01-04,BTN,8.05747460
2024-01-04,CVE,9.76237587
2024-01-04,DOP,5.53832742
2024-01-04,EUR,0.08854273
2024-01-04,FJD,0.21590361
2024-01-04,GEL,0.25986428
2024-01-04,HKD,0.75617303
2024-01-04,HNL,2.36599900
2024-01-04,HUF,33.63119121
2024-01-04,IDR,1500.13206368
2024-01-04,ILS,0.35388000
2024-01-04,IMP,0.07639679
2024-01-04,KID,0.14392343
2024-01-04,KYD,0.08070220
2024-01-04,MDL,1.69412153
2024-01-04,MGA,443.84328358
2024-01-04,MMK,243.65049226
2024-01-04,MWK,163.73926706
2024-01-04,NIO,3.50860788
2024-01-04,NOK,1.00000000
2024-01-04,NPR,12.89195937
2024-01-04,OMR,0.03723572
2024-01-04,PKR,27.19425213
2024-01-04,PLN,0.38529658
2024-01-04,RON,0.44030556
2024-01-04,RSD,10.38139735
2024-01-04,RUB,8.93081366
2024-01-04,RWF,125.16851194
2024-01-04,STN,2.16912174
2024-01-04,SYP,1232.34082998
2024-01-04,TJS,1.05744846
2024-01-04,TRY,2.88647097
2024-01-04,TTD,0.63386596
2024-01-04,TWD,3.00377877
2024-01-04,USD,0.09685720
2024-01-04,UZS,1190.64814820
2024-01-04,VES,3.48322186
2024-01-04,VUV,11.51097150
2024-01-04,XOF,58.07553428
2024-01-04,XPF,10.56512798
2024-01-04,ZWL,597.49686848
2024-01-05,ANG,0.17363115
2024-01-05,BIF,275.37037037
2024-01-05,BMD,0.09700064
2024-01-05,CDF,263.18584071
2024-01-05,CVE,9.77578188
2024-01-05,DKK,0.66173372
2024-01-05,ERN,1.45500960
2024-01-05,EUR,0.08866164
2024-01-05,FJD,0.21519262
2024-01-05,FOK,0.66172968
2024-01-05,GEL,0.26020634
2024-01-05,GGP,0.07642812
2024-01-05,GYD,20.24506467
2024-01-05,HNL,2.35512790
2024-01-05,HUF,33.56701933
2024-01-05,ISK,13.33802542
2024-01-05,JPY,14.04179469
2024-01-05,MMK,263.11672114
2024-01-05,MRU,3.82803450
2024-01-05,NGN,79.77009985
2024-01-05,OMR,0.03729645
2024-01-05,PGK,0.35496882
2024-01-05,PHP,5.39133593
2024-01-05,PKR,27.25061700
2024-01-05,PYG,702.67415545
2024-01-05,QAR,0.35308233
2024-01-05,RWF,126.02188019
2024-01-05,SAR,0.36375240
2024-01-05,SCR,1.31589737
2024-01-05,SLL,2225.20780490
2024-01-05,SZL,1.81546687
2024-01-05,THB,3.35377066
2024-01-05,TRY,2.89263903
2024-01-05,UAH,3.69097047
2024-01-05,VES,3.49514368
2024-01-05,VND,2349.24510244
2024-01-05,VUV,11.54788816
2024-01-05,XAF,58.15528550
2024-01-06,ANG,0.17369277
2024-01-06,AWG,0.17369277
2024-01-06,BSD,0.09703507
2024-01-06,CAD,0.12953599
2024-01-06,DOP,5.50825921
2024-01-06,DZD,12.94903255
2024-01-06,FKP,0.07632959
2024-01-06,GNF,828.96745856
2024-01-06,GTQ,0.74806639
2024-01-06,HTG,12.77491409
2024-01-06,IDR,1504.33095993
2024-01-06,IQD,126.55319149
2024-01-06,JEP,0.07632959
2024-01-06,JOD,0.06879786
2024-01-06,KES,15.17852317
2024-01-06,KWD,0.02971042
2024-01-06,KYD,0.08086252
2024-01-06,MAD,0.96574300
2024-01-06,MYR,0.44991472
2024-01-06,NAD,1.81500605
2024-01-06,NIO,3.49737327
2024-01-06,NZD,0.15544196
2024-01-06,PKR,27.26370562
2024-01-06,SAR,0.36388150
2024-01-06,SCR,1.35322721
2024-01-06,SOS,55.27881041
2024-01-06,SYP,1230.61461781
2024-01-06,THB,3.35940732
2024-01-06,TND,0.29919384
2024-01-06,TWD,3.00783253
2024-01-06,UAH,3.68639758
2024-01-06,USD,0.09703491
2024-01-06,XAF,58.15710938
2024-01-06,XCD,0.26199468
2024-01-07,AED,0.35636032
2024-01-07,AUD,0.14454682
2024-01-07,BAM,0.17343470
2024-01-07,BND,0.12897810
2024-01-07,BWP,1.31623169
2024-01-07,BYN,0.31341941
2024-01-07,CAD,0.12957913
2024-01-07,COP,379.18701771
2024-01-07,DJF,17.24512261
2024-01-07,DKK,0.66161629
2024-01-07,ERN,1.45552208
2024-01-07,ETB,5.48261909
2024-01-07,FKP,0.07632385
2024-01-07,GBP,0.07632390
2024-01-07,GIP,0.07632385
2024-01-07,GYD,20.29203540
2024-01-07,HKD,0.75796746
2024-01-07,HTG,12.83769404
2024-01-07,IDR,1504.08852391
2024-01-07,ILS,0.35616756
2024-01-07,IRR,4184.78954969
2024-01-07,JPY,14.04035237
2024-01-07,KES,15.24738360
2024-01-07,KHR,397.45333333
2024-01-07,KYD,0.08086231
2024-01-07,LAK,1981.74728389
2024-01-07,MKD,5.43860000
2024-01-07,MRU,3.83691595
2024-01-07,NIO,3.56281312
2024-01-07,NPR,12.90153899
2024-01-07,PAB,0.09703481
2024-01-07,PGK,0.36011319
2024-01-07,PHP,5.38869600
2024-01-07,RSD,10.40343475
2024-01-07,SGD,0.12897802
2024-01-07,SZL,1.81475339
2024-01-07,TWD,3.00725267
2024-01-07,TZS,244.00731774
2024-01-07,UYU,3.79577479
2024-01-07,VES,3.49388777
2024-01-07,WST,0.26223129
2024-01-07,XOF,58.16748271
2024-01-07,ZMW,2.50694835
2024-01-08,BBD,0.19327086
2024-01-08,BIF,275.73611111
2024-01-08,BZD,0.19327086
2024-01-08,CNY,0.69222992
2024-01-08,COP,380.93089727
2024-01-08,CRC,50.20335570
2024-01-08,CVE,9.73534691
2024-01-08,GNF,828.00220553
2024-01-08,HKD,0.75436849
2024-01-08,ILS,0.35715636
2024-01-08,IMP,0.07599471
2024-01-08,IRR,4167.08434609
2024-01-08,KHR,397.06000000
2024-01-08,KWD,0.02958393
2024-01-08,KZT,43.85275161
2024-01-08,LAK,1971.46420071
2024-01-08,LKR,30.94186004
2024-01-08,MDL,1.69342973
2024-01-08,MMK,243.44311308
2024-01-08,MUR,4.22801161
2024-01-08,MXN,1.63063852
2024-01-08,NGN,84.05739328
2024-01-08,NIO,3.51797532
2024-01-08,NOK,1.00000000
2024-01-08,NZD,0.15499188
2024-01-08,PEN,0.35924278
2024-01-08,PGK,0.35742107
2024-01-08,RSD,10.37186305
2024-01-08,SDG,43.28415698
2024-01-08,SHP,0.07599471
2024-01-08,TMT,0.33810327
2024-01-08,TRY,2.88852645
2024-01-08,UAH,3.69005654
2024-01-08,VES,3.47839366
2024-01-08,XCD,0.26091567
2024-01-08,ZWL,617.63335905
2024-01-09,ALL,9.23949212
2024-01-09,CAD,0.12899632
2024-01-09,CDF,262.53761062
2024-01-09,COP,379.42263407
2024-01-09,CVE,9.72235259
2024-01-09,EUR,0.08817543
2024-01-09,FJD,0.21438036
2024-01-09,FKP,0.07580532
2024-01-09,GEL,0.25885278
2024-01-09,GNF,827.27268090
2024-01-09,HKD,0.75370372
2024-01-09,IDR,1498.42948250
2024-01-09,ILS,0.35842522
2024-01-09,INR,8.01633466
2024-01-09,ISK,13.27868736
2024-01-09,JEP,0.07580532
2024-01-09,JMD,14.77604125
2024-01-09,KHR,395.55666667
2024-01-09,LRD,18.30247124
2024-01-09,MKD,5.43860000
2024-01-09,MWK,163.47500666
2024-01-09,MYR,0.44847335
2024-01-09,NOK,1.00000000
2024-01-09,PLN,0.38237846
2024-01-09,PYG,702.24497152
2024-01-09,RUB,8.78488608
2024-01-09,SAR,0.36185513
2024-01-09,SBD,0.80111176
2024-01-09,SRD,3.54517032
2024-01-09,TMT,0.33763479
2024-01-09,TND,0.29830121
2024-01-09,TOP,0.22434930
2024-01-09,TZS,243.02502057
2024-01-09,UYU,3.77479872
2024-01-09,UZS,1188.22446110
2024-01-09,XCD,0.26053569
2024-01-09,XPF,10.52181363
2024-01-10,AFN,6.89660824
2024-01-10,ALL,9.28067592
2024-01-10,AMD,39.05982724
2024-01-10,ARS,78.59251042
2024-01-10,AUD,0.14430327
2024-01-10,AZN,0.16265422
2024-01-10,BHD,0.03628757
2024-01-10,BOB,0.65777466
2024-01-10,BTN,8.02375919
2024-01-10,CAD,0.12918706
2024-01-10,CHF,0.08222083
2024-01-10,CLP,86.94112229
2024-01-10,DKK,0.65846547
2024-01-10,GMD,6.27591057
2024-01-10,JMD,14.69201514
2024-01-10,KMF,43.44000046
2024-01-10,KRW,127.33732265
2024-01-10,LAK,1955.92385803
2024-01-10,MGA,442.31343284
2024-01-10,MNT,327.09038265
2024-01-10,MRU,3.79692505
2024-01-10,PAB,0.09650950
2024-01-10,PEN,0.35825831
2024-01-10,PLN,0.38335647
2024-01-10,TJS,1.05692978
2024-01-10,TOP,0.22531439
2024-01-10,TRY,2.89107688
2024-01-10,TVD,0.14426413
2024-01-10,UGX,366.45485341
2024-01-10,UZS,1189.38450128
2024-01-11,BAM,0.17242568
2024-01-11,BDT,10.59073441
2024-01-11,BGN,0.17251145
2024-01-11,BHD,0.03633689
2024-01-11,CDF,264.86607143
2024-01-11,CUP,2.31937579
2024-01-11,CZK,2.17013563
2024-01-11,DJF,17.17507434
2024-01-11,DZD,12.89102645
2024-01-11,GEL,0.25970987
2024-01-11,GGP,0.07590712
2024-01-11,GNF,828.71372544
2024-01-11,HUF,33.39379991
2024-01-11,IDR,1505.30528811
2024-01-11,ILS,0.36172509
2024-01-11,IRR,4105.99018846
2024-01-11,KGS,8.63698313
2024-01-11,KID,0.14426982
2024-01-11,KRW,127.59809718
2024-01-11,KWD,0.02958344
2024-01-11,KZT,43.86144833
2024-01-11,MOP,0.77847765
2024-01-11,MRU,3.81838074
2024-01-11,MUR,4.21743106
2024-01-11,MYR,0.44887427
2024-01-11,NAD,1.80361758
2024-01-11,NZD,0.15521454
2024-01-11,PYG,701.11674530
2024-01-11,RWF,125.93999477
2024-01-11,STN,2.15991634
2024-01-11,TWD,3.00661093
2024-01-11,UYU,3.76915760
2024-01-11,VUV,11.53910249
2024-01-11,ZAR,1.80366857
2024-01-12,AFN,6.90933714
2024-01-12,ALL,9.26548297
2024-01-12,BAM,0.17280140
2024-01-12,BBD,0.19376312
2024-01-12,BRL,0.47306459
2024-01-12,BTN,8.03698560
2024-01-12,CDF,265.57142857
2024-01-12,CHF,0.08255457
2024-01-12,CLP,88.12318405
2024-01-12,EGP,2.98948049
2024-01-12,ERN,1.45322337
2024-01-12,FJD,0.21448976
2024-01-12,HKD,0.75751545
2024-01-12,HNL,2.34847259
2024-01-12,HUF,33.48987727
2024-01-12,JEP,0.07598735
2024-01-12,JMD,14.73668282
2024-01-12,KGS,8.65595705
2024-01-12,KYD,0.08073460
2024-01-12,LYD,0.46524432
2024-01-12,MAD,0.96131232
2024-01-12,MXN,1.64084718
2024-01-12,NGN,82.19217047
2024-01-12,NOK,1.00000000
2024-01-12,PAB,0.09688156
2024-01-12,PYG,700.85205896
2024-01-12,SLE,2.19834460
2024-01-12,SYP,1226.49110318
2024-01-12,TRY,2.91080456
2024-01-12,TTD,0.63350751
2024-01-12,USD,0.09689308
2024-01-12,WST,0.26206638
2024-01-12,XOF,57.95508224
2024-01-12,YER,23.80566321
2024-01-12,ZAR,1.80743561
2024-01-13,ALL,9.23192327
2024-01-13,BMD,0.09719087
2024-01-13,BND,0.12936488
2024-01-13,CHF,0.08284370
2024-01-13,EUR,0.08873543
2024-01-13,FKP,0.07624288
2024-01-13,GGP,0.07624288
2024-01-13,GHS,1.17066054
2024-01-13,ILS,0.36301294
2024-01-13,IMP,0.07624288
2024-01-13,INR,8.05465644
2024-01-13,IRR,4096.47304780
2024-01-13,JPY,14.09169594
2024-01-13,KWD,0.02970642
2024-01-13,KZT,43.97879095
2024-01-13,LKR,31.13335668
2024-01-13,LSL,1.81243715
2024-01-13,MAD,0.96772258
2024-01-13,MGA,443.94029851
2024-01-13,MOP,0.78292405
2024-01-13,MYR,0.45142589
2024-01-13,MZN,6.20723198
2024-01-13,NGN,86.36553809
2024-01-13,NOK,1.00000000
2024-01-13,NPR,12.88743129
2024-01-13,PHP,5.43832147
2024-01-13,PKR,27.22764574
2024-01-13,RUB,8.66718842
2024-01-13,SBD,0.80340669
2024-01-13,SLE,2.20535882
2024-01-13,SLL,2205.35765473
2024-01-13,TZS,244.61263701
2024-01-13,UGX,369.01824385
2024-01-13,UYU,3.79423073
2024-01-13,VES,3.50273168
2024-01-13,VUV,11.50124511
2024-01-13,WST,0.26201280
2024-01-13,XAF,58.20654471
2024-01-13,XOF,58.20654471
2024-01-13,XPF,10.58896146
2024-01-13,ZMW,2.53936270
2024-01-14,AMD,39.33544205
2024-01-14,AWG,0.17398577
2024-01-14,BBD,0.19439751
2024-01-14,BIF,275.40740741
2024-01-14,BRL,0.47341508
2024-01-14,BWP,1.31902053
2024-01-14,CAD,0.13009195
2024-01-14,CDF,265.57142857
2024-01-14,CNY,0.69722622
2024-01-14,COP,384.16548524
2024-01-14,CRC,50.19507654
2024-01-14,CZK,2.18770564
2024-01-14,EUR,0.08874066
2024-01-14,FJD,0.21563571
2024-01-14,FKP,0.07622853
2024-01-14,HRK,0.66861535
2024-01-14,HTG,12.88176700
2024-01-14,JMD,14.84744949
2024-01-14,KES,15.43405503
2024-01-14,KYD,0.08099893
2024-01-14,LSL,1.81236438
2024-01-14,LYD,0.46524432
2024-01-14,MDL,1.71946657
2024-01-14,MYR,0.45145361
2024-01-14,MZN,6.20614497
2024-01-14,NPR,12.88759274
2024-01-14,PAB,0.09719875
2024-01-14,PEN,0.35942070
2024-01-14,PGK,0.35712963
2024-01-14,PHP,5.43721597
2024-01-14,SBD,0.80330359
2024-01-14,SRD,3.57242373
2024-01-14,SZL,1.81236438
2024-01-14,TJS,1.06315623
2024-01-14,TOP,0.22493043
2024-01-14,TTD,0.63350751
2024-01-14,XCD,0.26243663
2024-01-14,XDR,0.07280863
2024-01-14,ZMW,2.53864489
2024-01-15,AMD,39.36543924
2024-01-15,ANG,0.17391841
2024-01-15,AOA,82.08875038
2024-01-15,BAM,0.17356844
2024-01-15,BBD,0.19432224
2024-01-15,BIF,276.34259259
2024-01-15,BOB,0.66120473
2024-01-15,BZD,0.19432224
2024-01-15,CAD,0.13020869
2024-01-15,CUP,2.33186692
2024-01-15,DJF,17.26757170
2024-01-15,ERN,1.45741682
2024-01-15,ETB,5.49530473
2024-01-15,EUR,0.08874411
2024-01-15,GBP,0.07625424
2024-01-15,GEL,0.25851262
2024-01-15,GGP,0.07625499
2024-01-15,GNF,830.11633661
2024-01-15,HKD,0.75979394
2024-01-15,HNL,2.35779314
2024-01-15,IMP,0.07625499
2024-01-15,LSL,1.81200735
2024-01-15,MDL,1.70963139
2024-01-15,MRU,3.84402370
2024-01-15,MUR,4.28467618
2024-01-15,MVR,1.47496237
2024-01-15,MWK,164.18958226
2024-01-15,MXN,1.63910121
2024-01-15,MYR,0.45141924
2024-01-15,NOK,1.00000000
2024-01-15,PGK,0.35553420
2024-01-15,PLN,0.38671096
2024-01-15,QAR,0.35366648
2024-01-15,RON,0.44118538
2024-01-15,SLE,2.20468310
2024-01-15,SLL,2204.75269618
2024-01-15,SOS,55.57728119
2024-01-15,SZL,1.81200735
2024-01-15,TND,0.29942514
2024-01-15,UGX,368.63364991
2024-01-15,XAF,58.21233457
2024-01-15,XCD,0.26233503
2024-01-16,ALL,9.29982439
2024-01-16,AUD,0.14525820
2024-01-16,AWG,0.17303907
2024-01-16,AZN,0.16316221
2024-01-16,BND,0.12894222
2024-01-16,CLP,87.85715262
2024-01-16,DOP,5.51961786
2024-01-16,ERN,1.45004811
2024-01-16,FKP,0.07597532
2024-01-16,GGP,0.07597532
2024-01-16,GIP,0.07597532
2024-01-16,GMD,6.31796940
2024-01-16,GTQ,0.74726537
2024-01-16,GYD,20.37150648
2024-01-16,HNL,2.35617399
2024-01-16,IDR,1505.52274548
2024-01-16,ILS,0.36278818
2024-01-16,IMP,0.07597532
2024-01-16,JOD,0.06853894
2024-01-16,JPY,14.09102958
2024-01-16,KID,0.14529232
2024-01-16,KYD,0.08055820
2024-01-16,KZT,43.69472311
2024-01-16,LBP,1450.04810552
2024-01-16,LYD,0.46651577
2024-01-16,MRU,3.84917568
2024-01-16,NGN,82.91237766
2024-01-16,NPR,12.82327280
2024-01-16,PAB,0.09666987
2024-01-16,QAR,0.35187834
2024-01-16,RUB,8.50059373
2024-01-16,RWF,126.33413826
2024-01-16,SLL,2193.30873053
2024-01-16,SZL,1.80433494
2024-01-16,TRY,2.90824388
2024-01-16,TVD,0.14529232
2024-01-16,USD,0.09664913
2024-01-16,UYU,3.78477544
2024-01-16,VES,3.47764463
2024-01-16,VND,2344.23497786
2024-01-16,VUV,11.51940939
2024-01-17,AED,0.35141299
2024-01-17,ARS,78.28687291
2024-01-17,AUD,0.14508415
2024-01-17,BBD,0.19137535
2024-01-17,BND,0.12841665
2024-01-17,BZD,0.19137535
2024-01-17,CHF,0.08236464
2024-01-17,CRC,49.83162106
2024-01-17,CVE,9.70006103
2024-01-17,DKK,0.65579141
2024-01-17,ERN,1.43531515
2024-01-17,GHS,1.15903079
2024-01-17,GNF,822.73780631
2024-01-17,IQD,125.74042553
2024-01-17,IRR,4071.68909166
2024-01-17,JMD,14.70387564
2024-01-17,JPY,14.06079410
2024-01-17,KGS,8.57060697
2024-01-17,KMF,43.27862148
2024-01-17,LAK,1951.67407055
2024-01-17,LYD,0.46097565
2024-01-17,MDL,1.69231918
2024-01-17,MNT,325.94576616
2024-01-17,NAD,1.81224994
2024-01-17,NPR,12.72458156
2024-01-17,OMR,0.03679162
2024-01-17,PAB,0.09568768
2024-01-17,PGK,0.35287792
2024-01-17,PHP,5.35966184
2024-01-17,RON,0.43802995
2024-01-17,RUB,8.43843763
2024-01-17,SCR,1.35046667
2024-01-17,SLL,2171.30881062
2024-01-17,SOS,54.92379182
2024-01-17,STN,2.15527588
2024-01-17,THB,3.38342806
2024-01-17,TRY,2.88132901
2024-01-17,USD,0.09567136
2024-01-17,VES,3.44922270
2024-01-17,XAF,57.70482864
2024-01-17,XCD,0.25835673
2024-01-17,XOF,57.70482864
2024-01-17,XPF,10.49768904
2024-01-17,ZMW,2.51688266
2024-01-17,ZWL,822.04076755
2024-01-18,AED,0.34917132
2024-01-18,AUD,0.14514405
2024-01-18,BDT,10.40105116
2024-01-18,BMD,0.09507728
2024-01-18,BWP,1.30383528
2024-01-18,CRC,49.23093024
2024-01-18,CVE,9.64095754
2024-01-18,CZK,2.16575500
2024-01-18,DJF,16.89722993
2024-01-18,DZD,12.76137316
2024-01-18,EGP,2.94158059
2024-01-18,ERN,1.42615925
2024-01-18,ETB,5.39838146
2024-01-18,GTQ,0.73567512
2024-01-18,HRK,0.65877472
2024-01-18,IDR,1488.39672891
2024-01-18,ILS,0.36028803
2024-01-18,INR,7.90103050
2024-01-18,IQD,124.89787234
2024-01-18,JEP,0.07501902
2024-01-18,JOD,0.06740979
2024-01-18,JPY,14.08325127
2024-01-18,KHR,391.34666667
2024-01-18,KID,0.14514387
2024-01-18,KMF,43.01492030
2024-01-18,KZT,42.99113388
2024-01-18,MKD,5.43830000
2024-01-18,MNT,327.06317408
2024-01-18,MOP,0.76613823
2024-01-18,MWK,160.86725655
2024-01-18,MXN,1.63927663
2024-01-18,PHP,5.32168593
2024-01-18,PLN,0.38467947
2024-01-18,RWF,123.90130217
2024-01-18,SGD,0.12787458
2024-01-18,SLL,2158.40318937
2024-01-18,SOS,54.55576208
2024-01-18,THB,3.38209532
2024-01-18,TJS,1.04110727
2024-01-18,TMT,0.33365357
2024-01-18,TOP,0.22299578
2024-01-18,TRY,2.86850925
2024-01-18,ZMW,2.50251000
2024-01-18,ZWL,826.12163505
2024-01-19,AFN,6.93308002
2024-01-19,AWG,0.16996678
2024-01-19,BBD,0.18990701
2024-01-19,BGN,0.17084829
2024-01-19,BHD,0.03570252
2024-01-19,BIF,271.03703704
2024-01-19,BMD,0.09495351
2024-01-19,BOB,0.64970183
2024-01-19,BRL,0.46835157
2024-01-19,CVE,9.63183186
2024-01-19,FOK,0.65151289
2024-01-19,GHS,1.14992412
2024-01-19,HRK,0.65815116
2024-01-19,IRR,4055.91503233
2024-01-19,LAK,1933.05856851
2024-01-19,LRD,17.95296491
2024-01-19,MKD,5.39380000
2024-01-19,PGK,0.34950795
2024-01-19,PHP,5.30723605
2024-01-19,RSD,10.25011233
2024-01-19,SBD,0.78861804
2024-01-19,SEK,0.99533560
2024-01-19,SSP,104.35373537
2024-01-19,SYP,1210.76764739
2024-01-19,TND,0.29509277
2024-01-19,TVD,0.14467720
2024-01-19,UYU,3.71572677
2024-01-19,XOF,57.29893920
2024-01-19,XPF,10.42384945
2024-01-19,YER,23.48918440
2024-01-19,ZAR,1.79876454
2024-01-19,ZMW,2.50613593
2024-01-20,ALL,9.12151537
2024-01-20,AZN,0.16119595
2024-01-20,BBD,0.19051860
2024-01-20,BWP,1.31056140
2024-01-20,BZD,0.19051860
2024-01-20,CLP,87.55487556
2024-01-20,CNY,0.68545554
2024-01-20,CUP,2.28622326
2024-01-20,DOP,5.50665290
2024-01-20,GEL,0.25320985
2024-01-20,GHS,1.16188505
2024-01-20,GIP,0.07504813
2024-01-20,HTG,12.61724138
2024-01-20,IDR,1489.40187417
2024-01-20,ILS,0.35693618
2024-01-20,IMP,0.07504813
2024-01-20,ISK,13.04484810
2024-01-20,JEP,0.07504813
2024-01-20,KES,15.33346181
2024-01-20,KHR,390.29333333
2024-01-20,KID,0.14451787
2024-01-20,KMF,43.03542705
2024-01-20,KZT,42.94313851
2024-01-20,LKR,30.47722486
2024-01-20,LSL,1.81094139
2024-01-20,MAD,0.94749270
2024-01-20,MGA,430.47058824
2024-01-20,MKD,5.38960000
2024-01-20,MVR,1.45895617
2024-01-20,MYR,0.44926211
2024-01-20,OMR,0.03662692
2024-01-20,PAB,0.09525930
2024-01-20,PHP,5.33553134
2024-01-20,QAR,0.34674386
2024-01-20,RSD,10.24121009
2024-01-20,SEK,0.99743139
2024-01-20,SLE,2.16255424
2024-01-20,TTD,0.62754293
2024-01-20,USD,0.09525939
2024-01-20,VES,3.44323623
2024-01-20,XCD,0.25720012
2024-01-20,XOF,57.38056940
2024-01-21,BDT,10.44080856
2024-01-21,BGN,0.17114692
2024-01-21,BIF,271.03703704
2024-01-21,BOB,0.65403357
2024-01-21,BRL,0.46918083
2024-01-21,BWP,1.31302165
2024-01-21,BZD,0.19057423
2024-01-21,CAD,0.12809658
2024-01-21,CHF,0.08276150
2024-01-21,CNY,0.68657212
2024-01-21,COP,378.80119963
2024-01-21,DJF,16.93452176
2024-01-21,FKP,0.07505484
2024-01-21,GTQ,0.73846299
2024-01-21,GYD,19.94005450
2024-01-21,ILS,0.35700588
2024-01-21,IQD,124.56170213
2024-01-21,JPY,14.11577594
2024-01-21,KES,15.32718403
2024-01-21,KMF,43.04790923
2024-01-21,KZT,42.94374125
2024-01-21,LSL,1.81167256
2024-01-21,MMK,249.13581980
2024-01-21,MOP,0.76735869
2024-01-21,MWK,161.34127432
2024-01-21,NGN,78.63652157
2024-01-21,NZD,0.15594074
2024-01-21,OMR,0.03663761
2024-01-21,PHP,5.33674279
2024-01-21,PYG,694.00971164
2024-01-21,QAR,0.34684511
2024-01-21,RSD,10.24192452
2024-01-21,RWF,125.02476460
2024-01-21,SBD,0.79085373
2024-01-21,SCR,1.27398057
2024-01-21,SEK,0.99763592
2024-01-21,SGD,0.12778968
2024-01-21,SHP,0.07505484
2024-01-21,SLL,2163.18376533
2024-01-21,SSP,104.77899601
2024-01-21,THB,3.38192527
2024-01-21,TVD,0.14452828
2024-01-21,VES,3.44424232
2024-01-21,WST,0.26014340
2024-01-21,XCD,0.25727522
2024-01-21,XDR,0.07172659
2024-01-21,ZWL,848.31003557
